Participant,block_order,group,trial,A,B,DA,DB,R,index
2037,10,4,1,6,60,0,29,1,1
2037,10,4,2,12,60,0,29,0,1
2037,10,4,3,18,60,0,29,0,1
2037,10,4,4,24,60,0,29,1,1
2037,10,4,5,30,60,0,29,0,1
2037,10,4,6,36,60,0,29,1,1
2037,10,4,7,42,60,0,29,1,1
2037,10,4,8,48,60,0,29,1,1
2037,10,4,9,54,60,0,29,0,1
2037,10,4,10,60,60,0,29,0,1
2037,10,4,11,6,60,0,15,1,2
2037,10,4,12,12,60,0,15,1,2
2037,10,4,13,18,60,0,15,1,2
2037,10,4,14,24,60,0,15,1,2
2037,10,4,15,30,60,0,15,1,2
2037,10,4,16,36,60,0,15,1,2
2037,10,4,17,42,60,0,15,1,2
2037,10,4,18,48,60,0,15,1,2
2037,10,4,19,54,60,0,15,1,2
2037,10,4,20,60,60,0,15,0,2
2037,10,4,21,6,60,0,56,1,3
2037,10,4,22,12,60,0,56,1,3
2037,10,4,23,18,60,0,56,0,3
2037,10,4,24,24,60,0,56,0,3
2037,10,4,25,30,60,0,56,0,3
2037,10,4,26,36,60,0,56,0,3
2037,10,4,27,42,60,0,56,0,3
2037,10,4,28,48,60,0,56,0,3
2037,10,4,29,54,60,0,56,0,3
2037,10,4,30,60,60,0,56,0,3
2037,10,4,31,6,60,0,7,1,4
2037,10,4,32,12,60,0,7,1,4
2037,10,4,33,18,60,0,7,1,4
2037,10,4,34,24,60,0,7,1,4
2037,10,4,35,30,60,0,7,1,4
2037,10,4,36,36,60,0,7,1,4
2037,10,4,37,42,60,0,7,1,4
2037,10,4,38,48,60,0,7,1,4
2037,10,4,39,54,60,0,7,1,4
2037,10,4,40,60,60,0,7,0,4
2037,10,4,41,6,60,0,101,0,5
2037,10,4,42,12,60,0,101,0,5
2037,10,4,43,18,60,0,101,0,5
2037,10,4,44,24,60,0,101,0,5
2037,10,4,45,30,60,0,101,0,5
2037,10,4,46,36,60,0,101,0,5
2037,10,4,47,42,60,0,101,0,5
2037,10,4,48,48,60,0,101,0,5
2037,10,4,49,54,60,0,101,0,5
2037,10,4,50,60,60,0,101,0,5
