Participant,block_order,group,trial,A,B,DA,DB,R,index
1035,6,2,1,60,60,0,56,0,1
1035,6,2,2,54,60,0,56,1,1
1035,6,2,3,48,60,0,56,1,1
1035,6,2,4,42,60,0,56,1,1
1035,6,2,5,36,60,0,56,1,1
1035,6,2,6,30,60,0,56,1,1
1035,6,2,7,24,60,0,56,1,1
1035,6,2,8,18,60,0,56,1,1
1035,6,2,9,12,60,0,56,1,1
1035,6,2,10,6,60,0,56,1,1
1035,6,2,11,60,60,0,29,0,2
1035,6,2,12,54,60,0,29,0,2
1035,6,2,13,48,60,0,29,1,2
1035,6,2,14,42,60,0,29,1,2
1035,6,2,15,36,60,0,29,1,2
1035,6,2,16,30,60,0,29,1,2
1035,6,2,17,24,60,0,29,1,2
1035,6,2,18,18,60,0,29,1,2
1035,6,2,19,12,60,0,29,1,2
1035,6,2,20,6,60,0,29,1,2
1035,6,2,21,60,60,0,101,0,3
1035,6,2,22,54,60,0,101,0,3
1035,6,2,23,48,60,0,101,0,3
1035,6,2,24,42,60,0,101,0,3
1035,6,2,25,36,60,0,101,0,3
1035,6,2,26,30,60,0,101,0,3
1035,6,2,27,24,60,0,101,1,3
1035,6,2,28,18,60,0,101,1,3
1035,6,2,29,12,60,0,101,1,3
1035,6,2,30,6,60,0,101,1,3
1035,6,2,31,60,60,0,15,0,4
1035,6,2,32,54,60,0,15,0,4
1035,6,2,33,48,60,0,15,1,4
1035,6,2,34,42,60,0,15,1,4
1035,6,2,35,36,60,0,15,1,4
1035,6,2,36,30,60,0,15,1,4
1035,6,2,37,24,60,0,15,1,4
1035,6,2,38,18,60,0,15,1,4
1035,6,2,39,12,60,0,15,1,4
1035,6,2,40,6,60,0,15,1,4
1035,6,2,41,60,60,0,7,0,5
1035,6,2,42,54,60,0,7,1,5
1035,6,2,43,48,60,0,7,1,5
1035,6,2,44,42,60,0,7,1,5
1035,6,2,45,36,60,0,7,1,5
1035,6,2,46,30,60,0,7,1,5
1035,6,2,47,24,60,0,7,1,5
1035,6,2,48,18,60,0,7,1,5
1035,6,2,49,12,60,0,7,1,5
1035,6,2,50,6,60,0,7,1,5
